Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.4427757188507668
100% Corpus,9,0.61,0.01,0.4066906807034016
100% Corpus,9,0.61,0.31,0.4352857922012458
100% Corpus,9,0.61,0.61,0.49757229173299905
100% Corpus,9,0.61,0.9099999999999999,0.5222456330758113
100% Corpus,9,0.61,symmetric,0.4102089279883352
100% Corpus,9,0.9099999999999999,0.01,0.40116871270010435
100% Corpus,9,0.9099999999999999,0.31,0.39361104390173085
100% Corpus,9,0.9099999999999999,0.61,0.4679345768098645
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4621507651480568
100% Corpus,9,0.9099999999999999,symmetric,0.4007070307490918
100% Corpus,9,symmetric,0.01,0.39500215447348386
100% Corpus,9,symmetric,0.31,0.46998513243591256
100% Corpus,9,symmetric,0.61,0.36972565554712267
100% Corpus,9,symmetric,0.9099999999999999,0.4247463263868048
100% Corpus,9,symmetric,symmetric,0.49578994650095987
100% Corpus,9,asymmetric,0.01,0.4212445801136071
100% Corpus,9,asymmetric,0.31,0.4550163314499394
100% Corpus,9,asymmetric,0.61,0.4469001388728221
100% Corpus,9,asymmetric,0.9099999999999999,0.4872183114263762
100% Corpus,9,asymmetric,symmetric,0.4466770788678959
100% Corpus,10,0.01,0.01,0.42118435523734254
100% Corpus,10,0.01,0.31,0.5002118940610589
100% Corpus,10,0.01,0.61,0.429547268390899
100% Corpus,10,0.01,0.9099999999999999,0.3780388760782477
100% Corpus,10,0.01,symmetric,0.43393821677252387
100% Corpus,10,0.31,0.01,0.40528187569087615
100% Corpus,10,0.31,0.31,0.45317592272922014
100% Corpus,10,0.31,0.61,0.5093756877222341
100% Corpus,10,0.31,0.9099999999999999,0.34439358773873746
100% Corpus,10,0.31,symmetric,0.4215306966237648
100% Corpus,10,0.61,0.01,0.4025316932899381
100% Corpus,10,0.61,0.31,0.41315954715069153
100% Corpus,10,0.61,0.61,0.4939592319359184
100% Corpus,10,0.61,0.9099999999999999,0.4434712070572339
100% Corpus,10,0.61,symmetric,0.3872306264438084
100% Corpus,10,0.9099999999999999,0.01,0.3999837150693258
100% Corpus,10,0.9099999999999999,0.31,0.41130332127710423
100% Corpus,10,0.9099999999999999,0.61,0.4505918990590856
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.47229150533669195
100% Corpus,10,0.9099999999999999,symmetric,0.4084869740813315
100% Corpus,10,symmetric,0.01,0.4172941351673304
100% Corpus,10,symmetric,0.31,0.47166161934413325
100% Corpus,10,symmetric,0.61,0.37837766834912806
100% Corpus,10,symmetric,0.9099999999999999,0.36251298780548846
100% Corpus,10,symmetric,symmetric,0.43370315650120705
100% Corpus,10,asymmetric,0.01,0.41348398650502177
100% Corpus,10,asymmetric,0.31,0.5027385304897468
100% Corpus,10,asymmetric,0.61,0.41338387962081125
100% Corpus,10,asymmetric,0.9099999999999999,0.4767444188686403
100% Corpus,10,asymmetric,symmetric,0.4120994249227352
